CODMUN,Ano,IDEB,AlunosAI,TotalEscolas,Aluno/Escola,TemAgua,TemEnergia,TemEsgoto,Alimentacao,Internet,Biblioteca,Aluno/Docente,TotalDocentes,Escolaridade,ComPos,Concursado,Temporario,Terceirizado,CLT,CO_REGIAO,CO_UF,TotalAlunos,SexoMasc,SexoFem,Branco,Preto,Pardo,Amarelo,Indigena,Urbano,Deficiencia,PIBpcapita,Caracterização do órgão gestor ,Sexo,EscolaridadeGestor,PosGestor,capac.gestao,PME,Pcarr,ConsEd,ConsFundeb,ConsAlim,ConsTransp,SelecDir,OrdDesp,pibmun,IDHM ,gini,poppobre,popextpobre,partido,rend,saeb,invest,investAluno,tpcons
4312906,2014,5.921173469,0.579081633,2,209.5,1,1,1,1,1,1,16.76,25,0.573333333,0.48,0.96,0.12,0,0,4,43,419,0.496420048,0.503579952,0.393794749,0.002386635,0.011933174,0,0,1,0.028639618,91792.40225,1,0,3,1,0,0,1,1,1,1,0,1,0,863950,0.82,0.321,0.499,0.131,2,0.992042977,26799964.74,9141693.91,21817.88523,0
3137403,2014,6.676388077,0.537697253,13,133.3846154,1,1,1,1,0.230769231,0.023668639,17.16831683,101,0.552805281,0.475247525,0.821782178,0.198019802,0,0,3,31,1734,0.510957324,0.489042676,0.520184544,0.047866205,0.226066897,0.001153403,0.001730104,0.637254902,0.005767013,10562.8991,1,1,3,1,1,1,1,0,1,1,0,1,1,135987,0.765,0.448,7.965,0.944,2,0.973635987,54388199.83,24094903.2,13895.56125,0
2501534,2014,4.990495315,0.536813922,2,395.5,0.5,1,1,1,0.5,0.25,22.6,35,0.533333333,0.428571429,1,0,0,0,2,25,791,0.519595449,0.480404551,0.098609355,0.00505689,0.217446271,0.001264223,0,0.957016435,0.022756005,6667.033626,1,1,3,1,1,0,1,1,1,1,0,1,0,31128,0.534,0.418,14.372,-2.969,2,0.9331214,24231472.2,11779762.05,14892.24027,1
3130051,2014,5.8,1,7,73,1,1,1,1,0.571428571,0.081632653,15.02941176,34,0.401960784,0.147058824,0.705882353,0.294117647,0,0,3,31,511,0.508806262,0.491193738,0.154598826,0.029354207,0.467710372,0.001956947,0.001956947,0.665362035,0.029354207,5437.049809,1,0,3,1,1,1,1,0,1,1,0,1,0,62657,0.706,0.423,16.351,11.075,1,0.997984,25680763.28,11842924.24,23175.97699,0
2210375,2014,1.81567696,0.567695962,11,37.63636364,1,1,1,1,0.181818182,0,11.82857143,35,0.566666667,0.514285714,0.857142857,0.142857143,0,0,2,22,414,0.519323672,0.480676329,0.036231884,0.002415459,0.079710145,0,0,0.437198068,0.06763285,5373.30698,1,0,2,0,0,0,0,1,1,0,0,1,1,13933,0.5,0.39,17.616,-2.366,3,0.836597209,12582051.3,6266087.97,15135.47819,1
3169901,2014,6.786523929,0.893261965,13,239.9230769,1,1,1,1,0.692307692,0.479289941,20.65562914,151,0.562913907,0.470198675,0.509933775,0.496688742,0,0,3,31,3119,0.505610773,0.494389227,0.453671048,0.078230202,0.361654376,0.00288554,0.000320616,0.772362937,0.041038794,22672.41061,1,0,3,1,0,1,0,1,1,1,0,1,1,2488955,0.819,0.423,2.36,0.347,3,0.975547534,194437638.9,76197559.17,24430.12477,0
3158607,2014,4.910865191,0.555331992,3,185,1,1,1,1,0.666666667,0.444444444,17.34375,32,0.515625,0.40625,0.84375,0.15625,0,0,3,31,555,0.553153153,0.446846847,0.25945946,0.075675676,0.34954955,0.001801802,0,0.807207207,0.018018018,8877.002247,1,1,3,1,1,1,1,1,1,1,0,1,0,35561,0.737,0.372,5.818,1.866,2,0.798703654,19336915.76,9195705.69,16568.83908,0
5208707,2014,5.228949108,0.628949108,163,430.2208589,1,1,1,1,0.957055215,0.179193797,21.08418521,3326,0.561084386,0.462116657,0.918520746,0.082982562,0.00210463,0.000289101,5,52,70126,0.520719847,0.479280153,0.250178251,0.028848073,0.520505946,0.005019536,0.000655962,0.997960813,0.050608904,32718.00357,1,0,3,1,0,1,1,1,1,1,0,1,1,46209730,0.892,0.455,0.821,-0.031,3,0.961974402,4471895339,2196921406,31328.20075,1
3139706,2014,5.266620306,0.589707928,3,236.3333333,1,1,1,1,0.666666667,1,16.48837209,43,0.527131783,0.395348837,0.88372093,0.11627907,0,0,3,31,709,0.502115656,0.497884344,0.330042313,0.026798307,0.434414669,0.002820874,0,0.723554302,0.064880113,14672.84259,0,0,3,1,1,1,0,1,1,1,0,1,0,112599,0.76,0.33,4.102,1.109,2,0.948165712,28357131.03,13673228.88,19285.23114,1
3121001,2014,6.2,1,4,108.5,1,1,1,1,0.5,0.5625,14.46666667,30,0.4,0.2,0.7,0.3,0,0,3,31,434,0.523041475,0.476958525,0.251152074,0.057603687,0.564516129,0,0,0.65437788,0.02764977,8650.754101,1,0,2,0,0,0,1,1,1,1,0,1,0,46930,0.697,0.355,10.437,3.663,1,0.980362,20128933.99,9228664.94,21264.20493,0
1200450,2014,5.163626374,0.737362637,11,170.7272727,0.818181818,1,1,1,0.454545455,0.074380165,20.41304348,92,0.581521739,0.532608696,0.532608696,0.467391304,0,0,1,12,1878,0.51544196,0.484558041,0.057507987,0.011182109,0.567625133,0.002129925,0.001597444,0.791799787,0.03887114,15514.16149,1,1,3,1,1,0,1,0,1,1,0,0,0,325673,0.723,0.459,11.877,0.397,3,0.922418469,95532587.96,47544838.74,25316.74054,0
3171071,2014,6.8,1,6,69.5,1,1,1,1,0.166666667,0,13.03125,32,0.453125,0.25,0.65625,0.34375,0,0,3,31,417,0.522781775,0.477218225,0.086330935,0.002398082,0.3117506,0.002398082,0.004796163,0.913669065,0.004796163,11008.32552,0,0,3,1,1,0,1,0,1,1,0,1,0,63408,0.715,0.364,12.797,7.817,2,0.996964,22388179.21,9334427.24,22384.7176,0
5203559,2014,5.6,1,3,226.6666667,1,1,1,1,1,0,25.18518519,27,0.592592593,0.518518519,1,0,0,0,5,52,680,0.522058824,0.477941177,0.110294118,0.011764706,0.348529412,0.004411765,0,1,0.067647059,8426.654443,0,0,3,1,1,0,1,1,1,1,0,1,1,71694,0.762,0.345,2.665,-0.115,2,0.959429,24167485.83,12062859.99,17739.49999,1
3120607,2014,6.3,1,3,110.6666667,1,1,1,1,0.333333333,0.111111111,14.43478261,23,0.637681159,0.608695652,0.913043478,0.086956522,0,0,3,31,332,0.542168675,0.457831325,0.614457831,0.027108434,0.304216868,0,0,0.882530121,0.072289157,10206.13825,1,0,2,0,0,1,1,1,1,1,0,1,1,50939,0.737,0.364,6.179,1.605,1,1,0,0,0,0
5104559,2014,5.4,1,2,190.5,1,1,1,1,0.5,0,23.8125,16,0.520833333,0.4375,0.8125,0.1875,0,0,5,51,381,0.522309711,0.477690289,0.595800525,0.057742782,0.325459318,0,0,0.950131234,0.031496063,27637.7774,1,1,3,1,1,0,1,1,1,1,1,0,1,113978,0.674,0.462,0.256,2.836,2,0.972187,21140183.03,8930501.65,23439.63688,0
5107909,2014,5.501216114,0.858880162,18,449.1666667,1,1,1,1,1,0.077160494,25.74840764,314,0.467091295,0.267515924,0.856687898,0.133757962,0.00955414,0,5,51,8085,0.508843537,0.491156463,0.376376005,0.033147805,0.490166976,0.001731602,0.000865801,0.977983921,0.023500309,33788.20393,1,0,3,1,1,1,1,1,1,1,1,0,1,4284919,0.737,0.39,0.064,0.659,2,0.934126624,329892474.1,134974137.9,16694.38934,1
3140100,2014,5.4,1,1,344,1,1,1,1,1,1,18.10526316,19,0.50877193,0.473684211,0.684210526,0.315789474,0,0,3,31,344,0.549418605,0.450581395,0.13372093,0.026162791,0.822674419,0.002906977,0.002906977,1,0.084302326,8527.386841,0,0,3,1,0,1,1,1,1,1,0,1,0,36548,0.696,0.381,8.76,2.426,2,0.993944,17891691.6,7571886.25,22011.29724,0
3171204,2014,5.311956801,0.679952001,23,525.6521739,1,1,1,1,0.956521739,0.914933837,20.66666667,585,0.468091168,0.336752137,0.290598291,0.709401709,0,0,3,31,12090,0.519768404,0.480231596,0.153267163,0.060628619,0.460132341,0.003391232,0.000496278,1,0.03655914,22815.12519,0,0,3,1,0,1,1,1,1,1,0,0,0,2658099,0.779,0.355,3.502,0.544,2,0.935118226,0,0,0,0
3512704,2014,5.465306122,0.530612245,1,567,1,1,1,1,1,0,17.71875,32,0.630208333,0.59375,1,0,0,0,3,35,567,0.500881834,0.499118166,0.671957672,0.02292769,0.223985891,0.003527337,0.001763668,1,0.11287478,37794.40477,0,0,2,0,0,1,1,1,1,1,0,1,1,152198,0.883,0.407,2.348,0.875,1,0.959258184,33774251.46,14397162.48,25391.82095,0
5200159,2014,5.4,1,1,121,1,1,1,1,1,1,20.16666667,6,0.583333333,0.5,0.166666667,0.833333333,0,0,5,52,121,0.520661157,0.479338843,0.049586777,0.008264463,0.26446281,0.008264463,0,1,0.016528926,11906.48277,1,0,1,0,1,0,0,1,1,1,0,1,0,30409,0.784,0.337,2.894,-0.042,2,0.980371,12157061.01,5801893.08,47949.52959,0
3100708,2014,6.2,1,1,130,1,1,1,1,1,1,10.83333333,12,0.444444444,0.25,0.666666667,0.333333333,0,0,3,31,130,0.484615385,0.515384615,0.430769231,0.038461538,0.469230769,0,0,1,0.061538462,47701.47702,0,1,2,0,1,1,1,1,1,1,0,1,0,98599,0.764,0.389,1.908,0.379,2,0.982936,11846913.95,5636387.23,43356.82485,0
3147006,2014,5.372401369,0.643667808,20,286.8,1,1,1,1,0.5,0.81,19.91666667,288,0.576967593,0.503472222,0.690972222,0.319444444,0.003472222,0,3,31,5736,0.527022315,0.472977685,0.195606695,0.09693166,0.666492329,0.005927476,0.00069735,0.687064156,0.073221757,31581.6471,1,0,3,1,1,1,1,1,1,1,1,1,1,2851633,0.842,0.431,4.059,1.264,2,0.968274223,235183717,104150707.7,18157.37582,0
3147105,2014,5.780748022,0.62910573,17,240.4117647,1,1,1,1,0.647058824,0.584775087,19.83980583,206,0.567152104,0.475728155,0.626213592,0.373786408,0,0,3,31,4087,0.526058233,0.473941767,0.302666993,0.029606068,0.309028627,0.001223391,0.001468069,0.848788843,0.053339858,25921.98196,1,0,3,1,1,1,1,1,1,1,0,1,1,2340911,0.82,0.364,1.625,0.245,2,0.969033077,175662673.6,67140970.03,16427.93492,0
3163805,2014,5.9,1,3,163.6666667,1,1,1,1,1,0.444444444,18.18518519,27,0.641975309,0.62962963,0.481481481,0.518518519,0,0,3,31,491,0.541751528,0.458248473,0.399185336,0.063136456,0.417515275,0.00203666,0,0.814663951,0.046843177,8547.326577,0,0,3,1,1,1,1,1,1,1,0,1,0,59883,0.729,0.372,9.056,3.071,3,0.931491,27520837.23,13262651.19,27011.50955,0
5222054,2014,5.933776868,0.58444217,2,464.5,1,1,1,1,1,0,22.11904762,42,0.436507937,0.214285714,1,0,0,0,5,52,929,0.557588805,0.442411195,0.325080732,0.011840689,0.322927879,0,0,1,0.037674919,34248.13573,0,1,3,1,1,0,1,1,1,1,0,0,0,275800,0.763,0.361,1.759,-0.151,2,0.961422087,37180857.93,18493436.48,19906.82075,1
4205506,2014,5.685312899,0.604086846,17,235.9411765,1,1,1,1,1,0.778546713,24.45731707,164,0.681910569,0.701219512,0.585365854,0.414634146,0,0,4,42,4011,0.518823236,0.481176764,0.587384692,0.00398903,0.381700324,0.001246572,0.001246572,0.861879831,0.098977811,22346.91437,0,0,3,1,1,0,1,1,1,1,0,1,0,799595,0.847,0.402,2.104,1.121,2,0.945576695,149607478.8,57554589.7,14349.18716,1
3137304,2014,5.2,1,3,116.3333333,1,1,1,1,1,0.444444444,20.52941176,17,0.578431373,0.588235294,0.823529412,0.176470588,0,0,3,31,349,0.544412607,0.455587393,0.063037249,0.022922636,0.300859599,0,0,0.954154728,0.028653295,8598.626138,1,0,2,0,0,1,0,1,1,1,0,1,0,36845,0.717,0.372,10.676,4.809,1,0.956287,16365822.72,7403394.21,21213.16393,1
3158706,2014,5.29,0.4875,1,344,1,1,1,1,1,1,14.95652174,23,0.623188406,0.608695652,0.52173913,0.47826087,0,0,3,31,344,0.561046512,0.438953488,0.087209302,0.002906977,0.165697674,0,0,1,0.145348837,9972.283074,1,0,3,1,1,1,1,1,1,1,0,1,1,23744,0.755,0.457,9.555,3.402,2,0.983353425,15706584.35,7651895.38,22243.88192,1
3170701,2014,5.972552878,0.715691097,18,373.3888889,1,1,1,1,0.833333333,0.308641975,23.58245614,285,0.702339181,0.740350877,0.821052632,0.214035088,0,0,3,31,6721,0.500074394,0.499925606,0.457818777,0.082576997,0.346525815,0.002380598,0.000743937,0.945543818,0.036750484,34735.77306,0,0,3,1,1,1,1,1,1,1,0,0,1,4559730,0.88,0.431,1.664,0.208,1,0.932579538,358149659.1,169822810.9,25267.49158,0
3501509,2014,6.1,1,1,245,1,1,1,1,1,0,13.61111111,18,0.666666667,0.666666667,0.944444444,0.055555556,0,0,3,35,245,0.481632653,0.518367347,0.526530612,0.028571429,0.26122449,0.004081633,0,1,0.073469388,13061.18363,1,0,3,1,1,1,1,1,1,1,0,1,1,41182,0.846,0.45,2.402,1.666,3,0.974858,19101859.19,7353445.23,30014.06216,1
3525805,2014,5.1,1,1,282,1,1,1,1,1,0,16.58823529,17,0.382352941,0.117647059,1,0,0,0,3,35,282,0.510638298,0.489361702,0.453900709,0.007092199,0.514184397,0.003546099,0,1,0.014184397,9061.428051,1,0,2,0,1,0,1,1,1,1,0,0,0,42253,0.839,0.348,5.029,2.777,1,0.916387,20799855.41,9109344.82,32302.64121,0
3526308,2014,6.5,1,1,315,1,1,1,1,1,1,15,21,0.611111111,0.571428571,0.952380952,0,0.047619048,0,3,35,315,0.523809524,0.476190476,0.641269841,0.006349206,0.196825397,0,0,1,0.025396825,10321.75645,0,0,2,0,0,0,1,1,1,1,0,1,0,51196,0.812,0.407,4.065,2.163,2,0.946539,21343166.51,10642387.72,33785.35784,0
5201603,2014,6.1,1,1,174,1,1,1,1,1,1,17.4,10,0.55,0.5,0.3,0.7,0,0,5,52,174,0.563218391,0.436781609,0.298850575,0.011494253,0.402298851,0.005747126,0,1,0,12293.24158,0,0,3,1,1,0,1,1,1,1,0,1,1,46714,0.773,0.415,3.035,-0.313,2,1,13473134.16,6736567.08,38715.90276,0
5207402,2014,5.324055416,0.87279597,3,308.6666667,1,1,1,1,1,0.444444444,22.58536585,41,0.585365854,0.512195122,0.951219512,0.048780488,0,0,5,52,926,0.556155508,0.443844492,0.284017279,0.019438445,0.335853132,0.002159827,0.002159827,1,0.196544276,40671.87274,1,0,3,1,1,0,1,1,1,1,0,0,1,486110,0.825,0.415,0.744,-0.017,2,0.972365025,51323074.39,25524830.66,27564.61194,0
5217203,2014,5.011854951,0.511854951,3,251.3333333,1,1,1,1,1,1,16.04255319,47,0.641843972,0.617021277,0.957446809,0.042553191,0,0,5,52,754,0.529177719,0.470822281,0.131299735,0.018567639,0.396551724,0.01193634,0.00132626,1,0.125994695,26689.73857,0,0,3,1,1,0,1,1,1,1,0,1,1,299939,0.805,0.384,1.921,-0.122,2,0.944308794,47408436.18,23567226.33,31256.26834,1
3535804,2014,5.143733333,0.536444444,7,349.8571429,1,1,1,1,0.857142857,0.020408163,16.88965517,145,0.551724138,0.482758621,0.910344828,0.151724138,0,0,3,35,2449,0.534912209,0.465087791,0.596161699,0.006941609,0.106982442,0.00040833,0.00040833,0.550837076,0.026949775,24521.4868,1,1,2,0,0,0,1,1,1,1,0,1,0,469930,0.84,0.399,3.308,2.129,3,0.955737745,107601083.4,48724336.64,19895.605,0
3547502,2014,5.857349398,0.872289157,4,329.75,1,1,1,1,1,0.25,15.70238095,84,0.501984127,0.380952381,1,0,0,0,3,35,1319,0.53373768,0.46626232,0.697498105,0.062926459,0.176648977,0,0,1,0.241849886,20808.89729,1,1,3,1,0,1,1,1,1,1,0,0,0,571350,0.908,0.407,1.533,0.446,2,0.930984051,93544232.14,35616078.4,27002.33389,0
5204250,2014,5.300418848,0.667015707,4,256.25,1,1,1,1,1,1,17.67241379,58,0.626436782,0.603448276,0.827586207,0.172413793,0,0,5,52,1025,0.515121951,0.484878049,0.269268293,0.021463415,0.357073171,0.082926829,0.00097561,1,0.060487805,64508.28253,0,0,3,1,1,0,1,1,1,1,0,1,0,541805,0.779,0.368,2.777,-0.19,2,0.932857352,57972399.65,26046939.36,25411.64816,1
5213004,2014,5.5,1,2,584.5,1,1,1,1,1,0.25,21.25454545,55,0.496969697,0.327272727,0.490909091,0.509090909,0,0,5,52,1169,0.509837468,0.490162532,0.136013687,0.017964072,0.822925577,0.002566296,0.001710864,1,0.05132592,14161.28531,0,0,3,1,0,0,1,1,1,1,0,1,0,180372,0.756,0.329,1.475,-0.057,2,0.968259,40429275.11,20212268.86,17290.22144,1
3146909,2014,6.2,1,4,272.5,1,1,1,1,1,1,19.46428571,56,0.4375,0.25,0.964285714,0.035714286,0,0,3,31,1090,0.537614679,0.462385321,0.323853211,0.060550459,0.574311927,0.004587156,0,1,0.03853211,13975.55151,0,0,3,1,1,1,0,1,1,1,0,1,0,211646,0.754,0.415,7.074,1.152,1,0.993778,35510172.98,14303797.41,13122.74992,1
3548054,2014,5.959174312,0.549311927,3,304,1,1,1,1,1,0,15.2,60,0.547222222,0.433333333,0.833333333,0.166666667,0,0,3,35,912,0.520833333,0.479166667,0.461622807,0.013157895,0.224780702,0.004385965,0.001096491,1,0.015350877,21585.64028,0,0,3,1,1,0,0,1,1,1,0,0,1,175038,0.887,0.348,1.488,0.648,3,0.968223585,55872114.26,22061128.04,24189.83338,0
4125605,2014,6.2,1,24,116.1666667,0.916666667,1,1,1,0.375,0.111111111,18.46357616,151,0.707505519,0.781456954,0.986754967,0.01986755,0,0,4,41,2788,0.517575323,0.482424677,0.869081779,0.00251076,0.109397418,0.00107604,0.00035868,0.611190818,0.087517934,25218.85455,0,0,3,1,1,0,1,0,1,1,1,0,0,1114144,0.761,0.406,4.12,0.701,3,0.952198,128132976.5,61012565.11,21883.99036,0
4107736,2014,5.9,1,4,127,1,1,1,1,0.75,0.25,14.11111111,36,0.722222222,0.805555556,0.666666667,0.277777778,0.055555556,0,4,41,508,0.517716535,0.482283465,0.93503937,0,0.045275591,0.001968504,0,0.649606299,0.062992126,22127.15031,0,0,3,1,1,1,1,0,1,1,0,1,1,132342,0.682,0.448,8.668,1.839,2,0.96898,30509386.4,14228398.11,28008.6577,0
4108106,2014,6,1,1,183,1,1,1,1,1,1,14.07692308,13,0.833333333,1,1,0,0,0,4,41,183,0.56284153,0.43715847,0.852459016,0,0.136612022,0.005464481,0,1,0.06557377,16134.89406,0,0,3,1,0,0,1,0,1,1,0,1,1,42951,0.774,0.323,0.804,0.121,1,0.927323,11220856.89,4385602.41,23965.04049,0
4316600,2014,5.58200431,0.535560345,8,122.375,1,1,1,1,0.625,0.390625,12.71428571,77,0.675324675,0.701298701,0.74025974,0.194805195,0.090909091,0,4,43,979,0.527068437,0.472931563,0.484167518,0.003064351,0.025536261,0.00102145,0.00102145,0.921348315,0.083758938,27680.6201,0,1,2,0,0,0,1,1,1,1,0,1,1,445270,0.82,0.382,1.472,0.421,2,0.939294165,52096130.67,24454144.17,24978.6968,1
5217302,2014,5.3,1,12,145.25,1,1,1,1,0.416666667,0.006944444,22.06329114,79,0.476793249,0.341772152,0.607594937,0.392405063,0,0,5,52,1743,0.510613884,0.489386116,0.443488239,0.021227768,0.485370052,0.006310958,0.003442341,0.749856569,0.163511188,16422.19441,1,0,3,1,1,0,1,1,1,1,0,0,1,398714,0.773,0.384,3.548,-0.108,1,0.94644,79895914.2,39473571.3,22646.91411,0
4110656,2014,6.4,1,1,150,1,1,1,1,1,1,9.375,16,0.770833333,0.875,0.75,0.25,0,0,4,41,150,0.573333333,0.426666667,0.8,0.013333333,0.06,0.006666667,0.013333333,1,0.026666667,25286.17619,0,1,3,1,0,1,1,0,1,1,0,1,0,64151,0.748,0.332,3.861,0.374,2,0.923006,13818788.78,5674891.64,37832.61093,0
4208708,2014,5.741723666,0.601915185,6,118.8333333,1,1,1,1,0.666666667,0.25,13.2037037,54,0.697530864,0.740740741,0.592592593,0.407407407,0,0,4,42,713,0.511921459,0.488078541,0.754558205,0.001402525,0.008415147,0,0,0.889200561,0.124824684,23926.09322,0,1,3,1,0,0,1,1,1,1,0,1,1,254621,0.83,0.36,1.618,0.785,3,0.987993081,45585888.06,21505554.78,30162.06842,1
5211701,2014,5.836231884,0.595813205,2,326,1,1,1,1,1,0.25,29.63636364,22,0.568181818,0.5,1,0,0,0,5,52,652,0.533742331,0.466257669,0.196319018,0.018404908,0.52607362,0.047546012,0,1,0.018404908,31404.36045,0,0,3,1,1,0,1,1,1,1,0,1,1,197251,0.789,0.345,1.738,-0.197,3,1,41205003.63,20519987.67,31472.37373,1
3537305,2014,6.5,1,10,252.4,1,1,1,1,1,0.01,18.8358209,134,0.56840796,0.492537313,0.955223881,0.007462687,0.037313433,0,3,35,2524,0.519017433,0.480982567,0.696513471,0.024564184,0.238510301,0.00118859,0.000396197,1,0.11251981,21574.30703,1,1,3,1,0,0,1,1,1,1,0,1,0,1331696,0.889,0.399,1.515,0.362,2,0.970234,182023469.1,65600687.7,25990.76375,1
4126108,2014,6.4,1,1,409,1,1,1,1,1,1,19.47619048,21,0.80952381,0.952380952,1,0,0,0,4,41,409,0.508557457,0.491442543,0.775061125,0.007334963,0.122249389,0.004889976,0,1,0.009779951,25068.45094,1,0,3,1,0,0,1,1,1,1,0,1,0,141035,0.767,0.315,0.638,0.031,2,0.984494,15329546.83,5493059.19,13430.46257,1
4205357,2014,5.7,1,1,133,1,1,1,1,1,1,11.08333333,12,0.666666667,0.666666667,0.583333333,0.416666667,0,0,4,42,133,0.52631579,0.473684211,0.77443609,0.007518797,0.15037594,0,0,1,0,20693.00499,0,0,3,1,1,1,1,1,1,1,0,1,0,33171,0.82,0.402,1.701,1.382,2,0.935571,13207801.53,6220167.63,46768.17767,1
4301073,2014,4.448541114,0.49867374,5,72,1,1,1,1,0.2,0.64,10.90909091,33,0.631313131,0.666666667,0.96969697,0.03030303,0,0,4,43,360,0.541666667,0.458333333,0.786111111,0.038888889,0.019444444,0.002777778,0,0.825,0.022222222,16930.88262,0,0,3,1,1,1,1,1,1,1,0,1,0,48609,0.734,0.46,3.473,1.445,1,0.84770692,18413180.91,8593962.48,23872.118,0
4114906,2014,5.3,1,4,143.75,1,1,1,1,1,0,16.42857143,35,0.776190476,0.914285714,1,0,0,0,4,41,575,0.516521739,0.483478261,0.843478261,0.003478261,0.133913044,0.008695652,0,1,0.048695652,24688.61125,0,0,3,1,1,0,1,1,1,1,0,1,0,224247,0.731,0.365,4.695,0.372,3,0.932158,0,0,0,1
4126603,2014,6.6,1,11,114.3636364,1,1,1,1,0.636363636,0.132231405,15.5308642,81,0.79218107,0.925925926,0.888888889,0.160493827,0,0,4,41,1258,0.528616852,0.471383148,0.883147854,0.002384738,0.055643879,0.000794913,0,0.92845787,0.07154213,19414.76153,1,0,3,1,1,1,1,1,1,1,1,0,0,385985,0.745,0.406,2.197,0.146,3,0.934456,55836933.69,27356643.73,21746.13969,0
4321451,2014,5.808163265,0.577259475,13,151.8461538,1,1,1,1,1,0.289940828,15.54330709,127,0.606299213,0.57480315,0.952755906,0.031496063,0.023622047,0,4,43,1974,0.52887538,0.47112462,0.647416413,0.015704154,0.053698075,0.000506586,0.000506586,0.930597771,0.073961499,34561.35632,1,0,3,1,0,0,1,1,1,1,0,1,1,1029998,0.82,0.304,0.213,0.089,1,0.90800888,111310450.1,50427983.98,25546.09118,1
3129400,2014,6.2,1,5,71.4,1,1,1,1,0.2,0.04,12.75,28,0.523809524,0.428571429,0.714285714,0.285714286,0,0,3,31,357,0.529411765,0.470588235,0.630252101,0.033613445,0.221288515,0.016806723,0,0.840336135,0.039215686,10397.32642,1,0,3,1,0,0,1,1,1,1,0,1,0,53640,0.743,0.364,9.573,2.858,2,0.979937,0,0,0,0
3501400,2014,5.7,1,1,264,1,1,1,1,1,0,17.6,15,0.422222222,0.2,1,0,0,0,3,35,264,0.496212121,0.503787879,0.484848485,0.026515152,0.46969697,0,0,1,0.015151515,7966.547753,0,0,3,1,1,1,1,1,1,1,0,1,0,39705,0.806,0.323,2.057,1.178,2,0.979317,24562044.47,11149622.65,42233.41913,0
3513801,2014,6.291351434,0.998627212,29,461.5862069,1,1,1,1,0.965517241,0.171224732,25.84169884,518,0.566924067,0.476833977,1,0,0,0,3,35,13386,0.50926341,0.490736591,0.399073659,0.038248917,0.31017481,0.002838787,0.001045869,1,0.067832063,34296.61361,1,1,2,0,0,0,1,1,1,1,0,1,1,14048339,0.887,0.365,2.469,1.212,3,0.98341013,956930130.8,287884756.8,21506.40645,0
3543006,2014,6.7,1,11,139.3636364,1,1,1,1,0.545454545,0.033057851,20.17105263,76,0.521929825,0.434210526,0.934210526,0.065789474,0,0,3,35,1533,0.502935421,0.497064579,0.754076973,0.005218526,0.146118722,0.003261579,0,0.732550555,0.046966732,28176.23396,1,0,2,0,1,0,1,1,1,1,0,1,0,503397,0.748,0.39,12.168,8.079,3,0.974896,82853315.52,40529460.64,26438.00433,0
4118600,2014,5.6,1,4,98.5,1,1,1,1,0.75,0.0625,12.3125,32,0.729166667,0.8125,0.90625,0.09375,0,0,4,41,394,0.505076142,0.494923858,0.931472081,0,0.032994924,0.005076142,0.002538071,0.753807107,0.126903553,40416.93952,0,0,3,1,1,0,1,1,1,1,1,1,1,231872,0.759,0.481,6.573,1.35,3,0.945221,29770655.93,13516546.87,34305.95652,1
3122504,2014,6.3,1,2,193,1,1,1,1,1,1,13.31034483,29,0.5,0.344827586,0.827586207,0.172413793,0,0,3,31,386,0.554404145,0.445595855,0.404145078,0.033678756,0.528497409,0.007772021,0,1,0.041450777,8819.155635,1,1,3,1,0,0,0,1,1,1,1,1,0,46636,0.779,0.372,5.74,2.325,3,0.997168,13839846.1,6172679.15,15991.39676,0
3502754,2014,5.223053383,0.587895274,14,216.3571429,1,1,1,1,0.857142857,0,16.11170213,188,0.506205674,0.372340426,0.638297872,0.430851064,0,0,3,35,3029,0.523275008,0.476724992,0.457576758,0.025751073,0.261142291,0.002971278,0.00165071,0.812809508,0.034995048,77096.25362,1,1,3,1,1,1,1,1,1,1,0,1,0,1513862,0.825,0.39,2.331,0.48,2,0.90668668,143835851,59456210.04,19628.98978,1
3527801,2014,6.5,1,2,144.5,1,1,1,1,1,0,15.21052632,19,0.596491228,0.526315789,0.736842105,0.263157895,0,0,3,35,289,0.474048443,0.525951557,0.508650519,0.020761246,0.269896194,0,0.003460208,1,0.027681661,11717.07716,1,0,2,0,0,0,1,1,1,1,0,0,0,53149,0.848,0.339,2.389,0.219,2,0.986731,22491112.73,8935748.12,30919.54367,0
3539707,2014,6.3,1,1,244,1,1,1,1,1,0,12.84210526,19,0.728070175,0.842105263,0.684210526,0.315789474,0,0,3,35,244,0.516393443,0.483606557,0.709016393,0.008196721,0.163934426,0.004098361,0,1,0.040983607,17233.69407,0,0,3,1,0,1,1,1,1,1,0,0,0,58698,0.842,0.416,2.918,1.397,1,0.979905,21338277,7664413.52,31411.53082,1
3554607,2014,5.4,1,1,167,1,1,1,1,1,0,12.84615385,13,0.602564103,0.538461538,0.538461538,0.461538462,0,0,3,35,167,0.562874252,0.437125749,0.910179641,0.005988024,0.041916168,0,0,1,0.083832335,14338.9963,0,1,0,0,0,1,0,1,1,1,0,1,0,38773,0.832,0.39,4.141,1.22,2,0.948486,0,0,0,1
4113452,2014,5.2,1,4,111.75,1,1,1,1,0.5,0,13.96875,32,0.755208333,0.84375,0.875,0.03125,0.125,0,4,41,447,0.559284116,0.440715884,0.630872483,0.006711409,0.257270694,0,0,0.845637584,0.196868009,30617.3076,1,0,3,1,0,1,1,0,1,1,1,1,0,160649,0.705,0.415,6.171,1.55,3,0.908584,23401498.78,10871576.81,24321.20092,0
