iso_alpha,year,lifeExp,pop,gdpPercap
SLE,1957,31.57,2295678,1004.484437
SLE,1962,32.767,2467895,1116.639877
SLE,1967,34.113,2662190,1206.043465
SLE,1972,35.4,2879013,1353.759762
SLE,1977,36.788,3140897,1348.285159
SLE,1982,38.445,3464522,1465.010784
SLE,1987,40.006,3868905,1294.447788
SLE,1992,38.333,4260884,1068.696278
SLE,1997,39.897,4578212,574.6481576
SLE,2002,41.012,5359092,699.489713
SLE,2007,42.568,6144562,862.5407561
SGP,1952,60.396,1127000,2315.138227
SGP,1957,63.179,1445929,2843.104409
SGP,1962,65.798,1750200,3674.735572
SGP,1967,67.946,1977600,4977.41854
SGP,1972,69.521,2152400,8597.756202
SGP,1977,70.795,2325300,11210.08948
SGP,1982,71.76,2651869,15169.16112
SGP,1987,73.56,2794552,18861.53081
SGP,1992,75.788,3235865,24769.8912
SGP,1997,77.158,3802309,33519.4766
SGP,2002,78.77,4197776,36023.1054
SGP,2007,79.972,4553009,47143.17964
SVK,1952,64.36,3558137,5074.659104
SVK,1957,67.45,3844277,6093.26298
SVK,1962,70.33,4237384,7481.107598
SVK,1967,70.98,4442238,8412.902397
SVK,1972,70.35,4593433,9674.167626
SVK,1977,70.45,4827803,10922.66404
SVK,1982,70.8,5048043,11348.54585
SVK,1987,71.08,5199318,12037.26758
SVK,1992,71.38,5302888,9498.467723
SVK,1997,72.71,5383010,12126.23065
SVK,2002,73.8,5410052,13638.77837
SVK,2007,74.663,5447502,18678.31435
SVN,1952,65.57,1489518,4215.041741
SVN,1957,67.85,1533070,5862.276629
SVN,1962,69.15,1582962,7402.303395
SVN,1967,69.18,1646912,9405.489397
SVN,1972,69.82,1694510,12383.4862
SVN,1977,70.97,1746919,15277.03017
SVN,1982,71.063,1861252,17866.72175
SVN,1987,72.25,1945870,18678.53492
SVN,1992,73.64,1999210,14214.71681
SVN,1997,75.13,2011612,17161.10735
SVN,2002,76.66,2011497,20660.01936
SVN,2007,77.926,2009245,25768.25759
SOM,1952,32.978,2526994,1135.749842
SOM,1957,34.977,2780415,1258.147413
SOM,1962,36.981,3080153,1369.488336
SOM,1967,38.977,3428839,1284.73318
SOM,1972,40.973,3840161,1254.576127
SOM,1977,41.974,4353666,1450.992513
SOM,1982,42.955,5828892,1176.807031
SOM,1987,44.501,6921858,1093.244963
SOM,1992,39.658,6099799,926.9602964
SOM,1997,43.795,6633514,930.5964284
SOM,2002,45.936,7753310,882.0818218
SOM,2007,48.159,9118773,926.1410683
ZAF,1952,45.009,14264935,4725.295531
ZAF,1957,47.985,16151549,5487.104219
ZAF,1962,49.951,18356657,5768.729717
ZAF,1967,51.927,20997321,7114.477971
ZAF,1972,53.696,23935810,7765.962636
ZAF,1977,55.527,27129932,8028.651439
ZAF,1982,58.161,31140029,8568.266228
ZAF,1987,60.834,35933379,7825.823398
ZAF,1992,61.888,39964159,7225.069258
ZAF,1997,60.236,42835005,7479.188244
ZAF,2002,53.365,44433622,7710.946444
ZAF,2007,49.339,43997828,9269.657808
ESP,1952,64.94,28549870,3834.034742
ESP,1957,66.66,29841614,4564.80241
ESP,1962,69.69,31158061,5693.843879
ESP,1967,71.44,32850275,7993.512294
ESP,1972,73.06,34513161,10638.75131
ESP,1977,74.39,36439000,13236.92117
ESP,1982,76.3,37983310,13926.16997
ESP,1987,76.9,38880702,15764.98313
ESP,1992,77.57,39549438,18603.06452
ESP,1997,78.77,39855442,20445.29896
ESP,2002,79.78,40152517,24835.47166
ESP,2007,80.941,40448191,28821.0637
LKA,1952,57.593,7982342,1083.53203
LKA,1957,61.456,9128546,1072.546602
LKA,1962,62.192,10421936,1074.47196
LKA,1967,64.266,11737396,1135.514326
LKA,1972,65.042,13016733,1213.39553
LKA,1977,65.949,14116836,1348.775651
LKA,1982,68.757,15410151,1648.079789
LKA,1987,69.011,16495304,1876.766827
LKA,1992,70.379,17587060,2153.739222
LKA,1997,70.457,18698655,2664.477257
LKA,2002,70.815,19576783,3015.378833
LKA,2007,72.396,20378239,3970.095407
SDN,1952,38.635,8504667,1615.991129
SDN,1957,39.624,9753392,1770.337074
SDN,1962,40.87,11183227,1959.593767
SDN,1967,42.858,12716129,1687.997641
SDN,1972,45.083,14597019,1659.652775
SDN,1977,47.8,17104986,2202.988423
SDN,1982,50.338,20367053,1895.544073
SDN,1987,51.744,24725960,1507.819159
SDN,1992,53.556,28227588,1492.197043
SDN,1997,55.373,32160729,1632.210764
SDN,2002,56.369,37090298,1993.398314
SDN,2007,58.556,42292929,2602.394995
SWZ,1952,41.407,290243,1148.376626
SWZ,1957,43.424,326741,1244.708364
SWZ,1962,44.992,370006,1856.182125
SWZ,1967,46.633,420690,2613.101665
SWZ,1972,49.552,480105,3364.836625
SWZ,1977,52.537,551425,3781.410618
SWZ,1982,55.561,649901,3895.384018
SWZ,1987,57.678,779348,3984.839812
SWZ,1992,58.474,962344,3553.0224
SWZ,1997,54.289,1054486,3876.76846
SWZ,2002,43.869,1130269,4128.116943
SWZ,2007,39.613,1133066,4513.480643
SWE,1952,71.86,7124673,8527.844662
SWE,1957,72.49,7363802,9911.878226
SWE,1962,73.37,7561588,12329.44192
SWE,1967,74.16,7867931,15258.29697
SWE,1972,74.72,8122293,17832.02464
SWE,1977,75.44,8251648,18855.72521
SWE,1982,76.42,8325260,20667.38125
SWE,1987,77.19,8421403,23586.92927
SWE,1992,78.16,8718867,23880.01683
SWE,1997,79.39,8897619,25266.59499
SWE,2002,80.04,8954175,29341.63093
SWE,2007,80.884,9031088,33859.74835
CHE,1952,69.62,4815000,14734.23275
CHE,1957,70.56,5126000,17909.48973
CHE,1962,71.32,5666000,20431.0927
CHE,1967,72.77,6063000,22966.14432
CHE,1972,73.78,6401400,27195.11304
CHE,1977,75.39,6316424,26982.29052
CHE,1982,76.21,6468126,28397.71512
CHE,1987,77.41,6649942,30281.70459
CHE,1992,78.03,6995447,31871.5303
CHE,1997,79.37,7193761,32135.32301
CHE,2002,80.62,7361757,34480.95771
CHE,2007,81.701,7554661,37506.41907
SYR,1952,45.883,3661549,1643.485354
SYR,1957,48.284,4149908,2117.234893
SYR,1962,50.305,4834621,2193.037133
SYR,1967,53.655,5680812,1881.923632
SYR,1972,57.296,6701172,2571.423014
SYR,1977,61.195,7932503,3195.484582
SYR,1982,64.59,9410494,3761.837715
SYR,1987,66.974,11242847,3116.774285
SYR,1992,69.249,13219062,3340.542768
SYR,1997,71.527,15081016,4014.238972
SYR,2002,73.053,17155814,4090.925331
SYR,2007,74.143,19314747,4184.548089
TWN,1952,58.5,8550362,1206.947913
TWN,1957,62.4,10164215,1507.86129
TWN,1962,65.2,11918938,1822.879028
TWN,1967,67.5,13648692,2643.858681
TWN,1972,69.39,15226039,4062.523897
TWN,1977,70.59,16785196,5596.519826
TWN,1982,72.16,18501390,7426.354774
TWN,1987,73.4,19757799,11054.56175
TWN,1992,74.26,20686918,15215.6579
TWN,1997,75.25,21628605,20206.82098
TWN,2002,76.99,22454239,23235.42329
TWN,2007,78.4,23174294,28718.27684
TZA,1952,41.215,8322925,716.6500721
TZA,1957,42.974,9452826,698.5356073
TZA,1962,44.246,10863958,722.0038073
TZA,1967,45.757,12607312,848.2186575
TZA,1972,47.62,14706593,915.9850592
TZA,1977,49.919,17129565,962.4922932
TZA,1982,50.608,19844382,874.2426069
TZA,1987,51.535,23040630,831.8220794
TZA,1992,50.44,26605473,825.682454
TZA,1997,48.466,30686889,789.1862231
TZA,2002,49.651,34593779,899.0742111
TZA,2007,52.517,38139640,1107.482182
THA,1952,50.848,21289402,757.7974177
THA,1957,53.63,25041917,793.5774148
THA,1962,56.061,29263397,1002.199172
THA,1967,58.285,34024249,1295.46066
THA,1972,60.405,39276153,1524.358936
THA,1977,62.494,44148285,1961.224635
THA,1982,64.597,48827160,2393.219781
THA,1987,66.084,52910342,2982.653773
THA,1992,67.298,56667095,4616.896545
THA,1997,67.521,60216677,5852.625497
THA,2002,68.564,62806748,5913.187529
THA,2007,70.616,65068149,7458.396327
TGO,1952,38.596,1219113,859.8086567
TGO,1957,41.208,1357445,925.9083202
TGO,1962,43.922,1528098,1067.53481
TGO,1967,46.769,1735550,1477.59676
TGO,1972,49.759,2056351,1649.660188
TGO,1977,52.887,2308582,1532.776998
TGO,1982,55.471,2644765,1344.577953
TGO,1987,56.941,3154264,1202.201361
TGO,1992,58.061,3747553,1034.298904
TGO,1997,58.39,4320890,982.2869243
TGO,2002,57.561,4977378,886.2205765
TGO,2007,58.42,5701579,882.9699438
TTO,1952,59.1,662850,3023.271928
TTO,1957,61.8,764900,4100.3934
TTO,1962,64.9,887498,4997.523971
TTO,1967,65.4,960155,5621.368472
TTO,1972,65.9,975199,6619.551419
TTO,1977,68.3,1039009,7899.554209
TTO,1982,68.832,1116479,9119.528607
TTO,1987,69.582,1191336,7388.597823
TTO,1992,69.862,1183669,7370.990932
TTO,1997,69.465,1138101,8792.573126
TTO,2002,68.976,1101832,11460.60023
TTO,2007,69.819,1056608,18008.50924
TUN,1952,44.6,3647735,1468.475631
TUN,1957,47.1,3950849,1395.232468
TUN,1962,49.579,4286552,1660.30321
TUN,1967,52.053,4786986,1932.360167
TUN,1972,55.602,5303507,2753.285994
TUN,1977,59.837,6005061,3120.876811
TUN,1982,64.048,6734098,3560.233174
TUN,1987,66.894,7724976,3810.419296
TUN,1992,70.001,8523077,4332.720164
TUN,1997,71.973,9231669,4876.798614
TUN,2002,73.042,9770575,5722.895655
TUN,2007,73.923,10276158,7092.923025
TUR,1952,43.585,22235677,1969.10098
TUR,1957,48.079,25670939,2218.754257
TUR,1962,52.098,29788695,2322.869908
TUR,1967,54.336,33411317,2826.356387
TUR,1972,57.005,37492953,3450.69638
TUR,1977,59.507,42404033,4269.122326
TUR,1982,61.036,47328791,4241.356344
TUR,1987,63.108,52881328,5089.043686
TUR,1992,66.146,58179144,5678.348271
TUR,1997,68.835,63047647,6601.429915
TUR,2002,70.845,67308928,6508.085718
TUR,2007,71.777,71158647,8458.276384
UGA,1952,39.978,5824797,734.753484
UGA,1957,42.571,6675501,774.3710692
UGA,1962,45.344,7688797,767.2717398
UGA,1967,48.051,8900294,908.9185217
UGA,1972,51.016,10190285,950.735869
UGA,1977,50.35,11457758,843.7331372
UGA,1982,49.849,12939400,682.2662268
UGA,1987,51.509,15283050,617.7244065
UGA,1992,48.825,18252190,644.1707969
UGA,1997,44.578,21210254,816.559081
UGA,2002,47.813,24739869,927.7210018
UGA,2007,51.542,29170398,1056.380121
GBR,1952,69.18,50430000,9979.508487
GBR,1957,70.42,51430000,11283.17795
GBR,1962,70.76,53292000,12477.17707
GBR,1967,71.36,54959000,14142.85089
GBR,1972,72.01,56079000,15895.11641
GBR,1977,72.76,56179000,17428.74846
GBR,1982,74.04,56339704,18232.42452
GBR,1987,75.007,56981620,21664.78767
GBR,1992,76.42,57866349,22705.09254
GBR,1997,77.218,58808266,26074.53136
GBR,2002,78.471,59912431,29478.99919
GBR,2007,79.425,60776238,33203.26128
USA,1952,68.44,157553000,13990.48208
USA,1957,69.49,171984000,14847.12712
USA,1962,70.21,186538000,16173.14586
USA,1967,70.76,198712000,19530.36557
USA,1972,71.34,209896000,21806.03594
USA,1977,73.38,220239000,24072.63213
USA,1982,74.65,232187835,25009.55914
USA,1987,75.02,242803533,29884.35041
USA,1992,76.09,256894189,32003.93224
USA,1997,76.81,272911760,35767.43303
USA,2002,77.31,287675526,39097.09955
USA,2007,78.242,301139947,42951.65309
URY,1952,66.071,2252965,5716.766744
URY,1957,67.044,2424959,6150.772969
URY,1962,68.253,2598466,5603.357717
URY,1967,68.468,2748579,5444.61962
URY,1972,68.673,2829526,5703.408898
URY,1977,69.481,2873520,6504.339663
URY,1982,70.805,2953997,6920.223051
URY,1987,71.918,3045153,7452.398969
URY,1992,72.752,3149262,8137.004775
URY,1997,74.223,3262838,9230.240708
URY,2002,75.307,3363085,7727.002004
URY,2007,76.384,3447496,10611.46299
VEN,1952,55.088,5439568,7689.799761
VEN,1957,57.907,6702668,9802.466526
VEN,1962,60.77,8143375,8422.974165
VEN,1967,63.479,9709552,9541.474188
VEN,1972,65.712,11515649,10505.25966
VEN,1977,67.456,13503563,13143.95095
VEN,1982,68.557,15620766,11152.41011
VEN,1987,70.19,17910182,9883.584648
VEN,1992,71.15,20265563,10733.92631
VEN,1997,72.146,22374398,10165.49518
VEN,2002,72.766,24287670,8605.047831
VEN,2007,73.747,26084662,11415.80569
VNM,1952,40.412,26246839,605.0664917
VNM,1957,42.887,28998543,676.2854478
VNM,1962,45.363,33796140,772.0491602
VNM,1967,47.838,39463910,637.1232887
VNM,1972,50.254,44655014,699.5016441
VNM,1977,55.764,50533506,713.5371196
VNM,1982,58.816,56142181,707.2357863
VNM,1987,62.82,62826491,820.7994449
VNM,1992,67.662,69940728,989.0231487
VNM,1997,70.672,76048996,1385.896769
VNM,2002,73.017,80908147,1764.456677
VNM,2007,74.249,85262356,2441.576404
PSE,1952,43.16,1030585,1515.592329
PSE,1957,45.671,1070439,1827.067742
PSE,1962,48.127,1133134,2198.956312
PSE,1967,51.631,1142636,2649.715007
PSE,1972,56.532,1089572,3133.409277
PSE,1977,60.765,1261091,3682.831494
PSE,1982,64.406,1425876,4336.032082
PSE,1987,67.046,1691210,5107.197384
PSE,1992,69.718,2104779,6017.654756
PSE,1997,71.096,2826046,7110.667619
PSE,2002,72.37,3389578,4515.487575
PSE,2007,73.422,4018332,3025.349798
YEM,1952,32.548,4963829,781.7175761
YEM,1957,33.97,5498090,804.8304547
YEM,1962,35.18,6120081,825.6232006
YEM,1967,36.984,6740785,862.4421463
YEM,1972,39.848,7407075,1265.047031
YEM,1977,44.175,8403990,1829.765177
YEM,1982,49.113,9657618,1977.55701
YEM,1987,52.922,11219340,1971.741538
YEM,1992,55.599,13367997,1879.496673
YEM,1997,58.02,15826497,2117.484526
YEM,2002,60.308,18701257,2234.820827
YEM,2007,62.698,22211743,2280.769906
ZMB,1952,42.038,2672000,1147.388831
ZMB,1957,44.077,3016000,1311.956766
ZMB,1962,46.023,3421000,1452.725766
ZMB,1967,47.768,3900000,1777.077318
ZMB,1972,50.107,4506497,1773.498265
ZMB,1977,51.386,5216550,1588.688299
ZMB,1982,51.821,6100407,1408.678565
ZMB,1987,50.821,7272406,1213.315116
ZMB,1992,46.1,8381163,1210.884633
ZMB,1997,40.238,9417789,1071.353818
ZMB,2002,39.193,10595811,1071.613938
ZMB,2007,42.384,11746035,1271.211593
ZWE,1952,48.451,3080907,406.8841148
ZWE,1957,50.469,3646340,518.7642681
ZWE,1962,52.358,4277736,527.2721818
ZWE,1967,53.995,4995432,569.7950712
ZWE,1972,55.635,5861135,799.3621758
ZWE,1977,57.674,6642107,685.5876821
ZWE,1982,60.363,7636524,788.8550411
ZWE,1987,62.351,9216418,706.1573059
ZWE,1992,60.377,10704340,693.4207856
ZWE,1997,46.809,11404948,792.4499603
ZWE,2002,39.989,11926563,672.0386227
ZWE,2007,43.487,12311143,469.7092981
